lAboutText1	~1~ ~2~ (~3~ bits)
lOptionsSendToConsoleWithAlt	Usar cÛdigos ASCII (ALT+0nnn) quando alterar pasta na Linha de Comandos do Windows (CMD)
lOptionsSettingsStartup	Abrir a janela "Personalizar" ao iniciar
lOptionsSettingsWindow	Janela Personalizar
lOptionsShowQAPmenu	Mostrar menu QAP (Ficheiro, Favorito, etc.):
lOptionsShowQAPmenuBoth	em ambos os locais
lOptionsShowQAPmenuCustomize	no topo da janela de personalizaÁ„o
lOptionsShowQAPmenuSystem	no menu do Sistema (zona de notificaÁ„o)
lOptionsSnippets	Snippets e Hotstrings
lOptionsSnippetsHelp	Padrıes de 'Snippets' (<a href="~1~">~2~</a>)
lOptionsSwitchExclusionList	Exclusıes das Janelas Actuais
lOptionsSwitchExclusionListInstructions	Para excluir aplicaÁıes do menu "Janelas Actuais", introduza qualquer parte do tÌtulo da janela da aplicaÁ„o. Pode introduzir v·rias exclusıes, uma por linha. For example, Por exemplo, para excluir janelas das aplicaÁıes Sticky e GhostWindows, introduza as seguintes linhas na lista de exclusıes:`n`nAStickies:`nGhostWindows`n`nTambÈm pode excluir janelas pelo seu nome de classe ou de processo(nome do ficheiro EXE). Pode encontrar ajuda e suporte para esta funÁ„o <a href="~1~">no site do QAP</a>.
lOptionsTabFileManagersIntro	Seleccione o gestor de ficheiros a usar para abrir pastas numa nova janela.
lOptionsTabFileManagersPreferences	PreferÍncias do gestor de ficheiros
lOptionsTabFileManagersPreferred	Gestor de ficheiros preferido
lOptionsTabMouseAndKeyboardIntro	Defina os botıes do rato e os atalhos de teclado que ir„o abrir o menu principal do ~1~.
lOptionsTCWinCmd	Fichero ini do Total Commander ~1~ n„o encontrado.
lOptionsTheme	Tema
lOptionsThirdParty	Gestores de ficheiros
lOptionsThirdPartyDetail	Seleccione o programa ~1~ (.exe) para activar a integraÁ„o com ~1~.
lOptionsThirdPartyDetailQAPconnect	Seleccione o seu gestor de ficheiros (ou edite ~1~ para adicion·-lo - ver a ajuda).
lOptionsThirdPartyFileNotFound	~1~ ficheiro da aplicaÁ„o "~2~" n„o encontrado.
lOptionsThirdPartySelectedHelp	Gestor de Ficheiros Seleccionado: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Por favor, seleccione o ficheiro da aplicaÁ„o ~1~ utilizando o bot„o "Procurar"
lOptionsThirdPartyUseTabs	Usar separadores em vez de abrir numa nova janela
lOptionsTrayTip	Exibir Dica da ¡rea de NotificaÁ„o
lOptionsUsageDbDaysInPopular	N˙mero de dias a ter em conta nos menus Itens Frequentes:
lOptionsUsageDbDisabling	As alteraÁıes ‡s definiÁıes da base de dados ser„o concluÌdas depois de reiniciar o ~1~.
lOptionsUsageDbEnable	Activar Base de Dados ~1~
lOptionsUsageDbFlushDatabase	Apagar Itens Frequentes da base de dados 
lOptionsUsageDbFlushDatabaseConfirm	Eliminar Itens Frequentes do conte˙do da base de dados?
lOptionsUsageDbFlushDatabaseDone	Conte√∫do da Base de dados eliminado.
lOptionsUsageDbIntervalSeconds	Intervalo de recolha e actualizaÁ„o (segundos):
lOptionsUsageDbMaximumSize	Tamanho m·ximo da base de dados (em MB):
lOptionsUsageDbMaximumSizeInvalid	O temanho m·ximo da base de dados n„o È um n˙mero v·lido: ~1~
lOptionsUsageDbShowPopularityIndex	Mostrar popularidade na janela "Personalizar" e nos menus
lOptionsUsageDbStatement	Os dados da base de dados ~1~ s„o recolhidos e guardados localmente, apenas para elaborar os menus din‚micos e aumentar o desempenho. Estes dados residem APENAS no seu sistema e NENHUMA informaÁ„o desta base de dados È transmitida pelo ~1~ a um servidor remoto.
lOptionsUsageDbStatementTitle	DeclaraÁ„o de Privacidade
lOptionsUserVariables	Vari·veis do Utilizador
lOptionsUserVariablesList	Vari·veis do Utilizador
lOptionsUserVariablesListInstructions	Introduza as suas vari·veis, uma por linha. Cada linha deve comeÁar com o nome da vari·vel entre chavetas (p.e. "{MyVariable}"), seguido do sinal igual "=" e o conte˙do da vari·vel (p.e. "{MyVariable}=MyContent").`n`nPor exemplo, se uma linha contÈm "{OurSharedFolder}=S:\ThisFolder", o espaÁo reservado {OurSharedFolder} ser· substituÌdo por "S:\ThisFolder" nos atalhos dos favoritos ou conte˙do dos snippets.
lOptionsWaitDelayInDialogBox	Atraso (em ms) ao mudar de pasta em caixas de di·logo:
lOptionsWaitDelayInSnippet	Atrasos (em ms) durante a execuÁ„o de Snippets
lOptionsWorkingFolder	Pasta de DefiniÁıes
lPickIconNoLocation	Escolha primeiro um favorito antes de escolher um Ìcone.
lReloadPrompt	~1~ alterado para ~2~. Deseja recarregar ~3~ em ~2~ agora? As alteraÁıes ao menu n„o guardadas ser„o perdidas.
lSponsoredName	Este software È gentilmente patrocinado por ~1~
lSponsoredNone	Por favor, clique aqui para patrocinar este software
lSponsoredUpdate	Por favor, actualize o seu cÛdigo de doador (n„o È necess·ria nova doaÁ„o)
lSponsorRemove	Removee c√≥digo de patrocinador
lSponsorRemoved	O c√≥digo de patrocinador foi removido
lTCMenuName	Lista de Pasta Favoritas do TC
lTCMenuNameDescription	Para os utilizadores do Total Commander (TC), exibe um menu din‚mico construÌdo com os favoritos adicionados ‡ Hotlist do TC como encontrado no ficheiro wincdm.ini.`n`nDefina a localizaÁ„o do ficheiro wincdm.ini em "OpÁıes", no separador "Gest„o de Ficheiros". Se o TC estava seleccionado quando instalou o QAP, a pasta Hotlist foi adicionada automaticamente ao seu menu.
lTCWinCmdLocation	LocalizaÁ„o do WinCmd.ini
lToolTipAlwaysOnTop	"Sempre vis√≠vel" DESLIGADO para a janela:`n~1~
lToolTipBuilding	A construir o menu...
lToolTipLoading	A carregar favoritos...
lToolTipRetrievingWebPageTitle	A recuperar tÌtulo da p·gina web...
lToolTipSaving	A guardar favoritos...
lTooltipSnippetKeyWait	Pressione {~1~} para continuar...
lTooltipSnippetWaitEnter	Enter
lTooltipSnippetWaitEscape	Escape
lTooltipSnippetWaitMacro	Pressione "~1~" ou "~2~" para carregar a macro (aguardar ~3~ segundos ou premir ~4~ para cancelar)
lTooltipSnippetWaitSpace	EspaÁo
lTooltipSnippetWaitText	Seleccione o ponto de inserÁ„o e pressione "~1~" ou "~2~" para colar o snippet (aguardar ~3~ segundos ou premir ~4~ para cancelar)
lTrayTipInstalledDetail	~1~ para abrir favoritos
lTrayTipInstalledTitle	~1~ pronto!
lUpdateButtonChangeLog	Ver registo de alteraÁıes
lUpdateButtonDownloadPortable	Transferir Port·til (zip)
lUpdateButtonDownloadSetup	Transferir Instalador
lUpdateButtonRemind	Lembrar-me
lUpdateButtonSkipVersion	Ignorar esta vers„o
lUpdateButtonVisit	Visitar site web
lUpdateError	Ocorreu um erro ao aceder ao n˙mero da ˙ltima vers„o. Interrompida a procura de actualizaÁıes.
lUpdatePrompt	Actualizar ~1~ de v~2~ para v~3~?
lUpdatePromptBetaContinue	Deseja ser informado sobre futuras versıes beta?
lUpdateTitle	Actualizar o ~1~?
lUpdateYouHaveLatest	J· possui a vers„o mais recente: ~1~.`n`nDeseja visitar a p·gina web do ~2~?
lWindowIsTreeviewText	LimitaÁıes do Windows...
lWindowIsTreeviewTitle	Caixa de di·logo de vista em ·rvore n„o suportada
