lAboutText1	~1~ ~2~ (~3~ bits)
lOptionsRefreshQAPconnectList	Atualizar lista de aplicativos
lOptionsRefreshQAPMenuDebugBeep	Aviso sonoro antes e apÛs atualizar (depuraÁ„o)
lOptionsRefreshQAPMenuIntervalSec	Intervalo entre atualizaÁıes em segundos`n(300 segundos ou mais recomendado)
lOptionsRefreshQAPMenuTitle	Habilitar AtualizaÁ„o Agendada de Menu do QAP
lOptionsRefreshWindowsAppsListAtStartup	Atualizar lista de Aplicativos do Windows a cada inicializaÁ„o
lOptionsRememberSettingsPosition	Lembrar posiÁ„o da janela "Personalizar"
lOptionsRunAsAdmin	Executar como Administrador
lOptionsRunAsAdminAlert	Aviso: Executar o ~1~ como Administrador pode resultar em consequÍncias inesperadas ao executar programas que podem estar infectados com cÛdigo malicioso. Isto pode permitir que programas maliciosos herdem privilÈgios administrativos e infectem ou controlem o seu computador. Seja cauteloso ao executar o ~1~ como Administrador.
lOptionsRunAsAdminChanged	Nova configuraÁ„o "Executar como Administrador" salva. Feche o ~1~ e reinicie-o para habilitar a nova configuraÁ„o (n„o reinicie somente).
lOptionsRunAsAdminShort	admin
lOptionsRunAtStartup	Executar na InicializaÁ„o
lOptionsSearchFrom	Extens„o da pesquisa
lOptionsSearchFromCurrent	Pesquisar no menu ou grupo atual
lOptionsSearchFromMain	Sempre pesquisar a partir do menu Principal
lOptionsSearchResults	Resultados da Pesquisa
lOptionsSearchWithLocale	Pesquisar usando configuraÁıes de idioma local (ex.: "È" considerado como "e")
lOptionsSearchWithStats	Pesquisar resultados com datas de ediÁ„o e colunas de estatÌsticas
lOptionsSelectBackupFolder	Selecione a backup do arquivo principal de configuraÁıes
lOptionsSelectCatalogueRoot	Selecione a pasta raiz do Cat·logo de Menus Compartilhados
lOptionsSelectQAPTempFolder	Criar a Pasta Tempor·ria em:
lOptionsSelectWorkingFolder	Salvar ConfiguraÁıes em qual pasta?
lOptionsSendToConsoleWithAlt	Usar cÛdigos ASCII (ALT+0nnn) ao alterar pasta na Linha de Comando do Windows (CMD)
lOptionsSettingsSearchResults	Resultados da Pesquisa
lOptionsSettingsStartup	Abrir janela "Personalizar" ao Inicializar
lOptionsSettingsWindow	Janela Personalizar
lOptionsShowQAPmenu	Exibir menu do QAP (Arquivo, Favorito, etc.):
lOptionsShowQAPmenuBoth	em ambas as localizaÁıes
lOptionsShowQAPmenuCustomize	no topo da janela Personalizar
lOptionsShowQAPmenuSystem	no menu do Sistema (¡rea de NotificaÁ„o)
lOptionsSnippets	Recortes e SubstituiÁıes
lOptionsSnippetsHelp	Padrıes de recortes (<a href="~1~">~2~</a>)
lOptionsSwitchExclusionList	Exclusıes Atuais de Janelas
lOptionsSwitchExclusionListInstructions	Para excluir aplicativos do menu "Janelas Atuais", entre qualquer parte do tÌtulo da janela do aplicativo. VocÍ pode entrar m˙ltiplas exclusıes, uma por linha. Por exemplo, para excluir as janelas dos aplicativos Sticky e GhostWindows, entre as seguintes linhas na lista de exclusıes:`n`nAStickies:`nGhostWindows`n`nVocÍ tambÈm pode excluir janelas pelo nome da sua classe ou nome do processo (nome do arquivo EXE). VocÍ pode encontrar ajuda e suporte para este recurso no <a href="~1~">site do QAP</a>.
lOptionsTabFileManagersIntro	Selecione o gerenciador de arquivos para abrir pastas em uma nova janela.
lOptionsTabFileManagersPreferences	PreferÍncias do gerenciador de arquivos
lOptionsTabFileManagersPreferred	Gerenciador de arquivos preferido
lOptionsTabMouseAndKeyboardIntro	Defina os botıes do mouse e teclas de atalho do teclado que ir„o disparar o menu principal do ~1~.
lOptionsTCWinCmd	Arquivo ini ~1~ do Total Commander n„o encontrado.
lOptionsTheme	Tema
lOptionsThirdParty	Suporte para gerenciadores de arquivos
lOptionsThirdPartyDetail	Selecione o arquivo de programa do ~1~ (.exe) para ativar a integraÁ„o do ~1~.
lOptionsThirdPartyDetailQAPconnect	Selecione seu gerenciador de arquivos (ou edite ~1~ para adicion·-lo - veja a ajuda).
lOptionsThirdPartyFileNotFound	O arquivo execut·vel do ~1~ "~2~" n„o foi encontrado.
lOptionsThirdPartySelectedHelp	Gerenciador de Arquivos Selecionado: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Por favor, selecione o arquivo execut·vel do ~1~ usando o bot„o "Procurar"
lOptionsThirdPartyUseTabs	Use abas em vez de abrir em uma nova janela
lOptionsTrayTip	Exibir Dicas na InicializaÁ„o
lOptionsUsageDbDaysInPopular	N˙mero de dias a considerar nos menus Populares:
lOptionsUsageDbDisabling	As alteraÁıes nas configuraÁıes do banco de dados ser„o concluÌdas apÛs recarregar o ~1~.
lOptionsUsageDbEnable	Habilitar Banco de Dados de ~1~
lOptionsUsageDbFlushDatabase	Limpar os Itens Frequentes do banco de dados
lOptionsUsageDbFlushDatabaseConfirm	Excluir os Itens Frequentes do conte˙do do banco de dados?
lOptionsUsageDbFlushDatabaseDone	Conte˙do do banco de dados excluÌdo.
lOptionsUsageDbIntervalSeconds	Intervalo de coleta e atualizaÁ„o (segundos):
lOptionsUsageDbMaximumSize	Tamanho m·ximo do banco de dados (em MB):
lOptionsUsageDbMaximumSizeInvalid	O tamanho m·ximo do banco de dados n„o È um n˙mero v·lido: ~1~
lOptionsUsageDbShowPopularityIndex	Exibir Ìndice de popularidade na janela "Personalizar" e menus
lOptionsUsageDbStatement	Os dados do banco de dados do ~1~ s„o coletados e armazenados localmente, exclusivamente para criar menus din‚micos e aumentar o desempenho. Esses dados residem APENAS no seu sistema e NENHUMA informaÁ„o deste banco de dados È transmitida pelo ~1~ para um servidor remoto.
lOptionsUsageDbStatementTitle	DeclaraÁ„o de Privacidade
lOptionsUserVariables	Vari·veis do Usu·rio
lOptionsUserVariablesList	Vari·veis do Usu·rio
lOptionsUserVariablesListInstructions	Entre suas vari·veis de usu·rio, uma por linha. Cada linha deve iniciar pelo nome da vari·vel entre chaves (ex. "{MyVariable}"), seguido pelo sinal de igual "=" e o conte˙do da vari·vel (ex. "{MyVariable}=MyContent").`n`nPor exemplo, Se uma linha contÈm "{OurSharedFolder}=S:\ThisFolder", o espaÁo reservado {OurSharedFolder} ser· substituÌdo por "S:\ThisFolder" nos caminhos de favoritos ou no conte˙do de recortes.
lOptionsWaitDelayInDialogBox	Atraso (em ms) ao alterar pasta em caixas de di·logo:
lOptionsWaitDelayInSnippet	Atrasos (em ms) durante execuÁ„o de Recorte
lOptionsWorkingFolder	Pasta de ConfiguraÁıes
lPickIconNoLocation	Selecione primeiro um favorito antes de escolher um Ìcone.
lReloadPrompt	~1~ foi alterado para ~2~. Deseja recarregar ~3~ em ~2~ agora? AlteraÁıes n„o salvas no menu ser„o perdidas.
lSponsoredName	Este software È gentilmente patrocinador por ~1~
lSponsoredNone	Por favor, clique aqui para patrocinar este software
lSponsoredUpdate	Por favor, atualize seu cÛdigo de doaÁ„o (n„o È necess·rio doar novamente)
lSponsorRemove	Remover c√≥digo do patrocinador
lSponsorRemoved	C√≥digo do patrocinador removido
lTCMenuName	Lista de Acesso de Pastas do TC
lTCMenuNameDescription	Para usu·rios do Total Commander (TC), exibe um menu din‚mico criado com os favoritos adicionados na hotlist do TC como encontrados no arquivo wincdm.ini.`n`nDefina o local do arquivo wincdm.ini em "OpÁıes", aba "Gerenciadores de Arquivos". Se o TC estava selecionado quando vocÍ instalou o QAP, a hotlist de Pastas foi automaticamente adicionada ao seu menu.
lTCWinCmdLocation	Local do WinCmd.ini
lToolTipAlwaysOnTop	"Sempre no Topo" DESATIVADO para a janela:`n~1~
lToolTipBuilding	Criando menu...
lToolTipLoading	Carregando favoritos...
lToolTipRetrievingWebPageTitle	Obtendo tÌtulo da p·gina da web...
lToolTipSaving	Salvando favoritos...
lTooltipSnippetKeyWait	Pressione {~1~} para continuarÖ
lTooltipSnippetWaitEnter	Enter
lTooltipSnippetWaitEscape	Escapar
lTooltipSnippetWaitMacro	Aperte "~1~" ou "~2~" para executar o macro (aguarde ~3~ segundos ou pressione ~4~ para cancelar)
lTooltipSnippetWaitSpace	EspaÁo
lTooltipSnippetWaitText	Selecione o ponto de inserÁ„o e aperte "~1~" ou "~2~" para colar o recorte (aguarde ~3~ segundos ou pressione ~4~ para cancelar)
lTrayTipInstalledDetail	~1~ para iniciar favoritos
lTrayTipInstalledTitle	~1~ ~2~ pronto!
lUpdateButtonChangeLog	Ver log de alteraÁıes
lUpdateButtonDownloadPortable	Baixar arquivo ZIP port·til
lUpdateButtonDownloadSetup	Baixar arquivo de InstalaÁ„o
lUpdateButtonRemind	Lembrar
lUpdateButtonSkipVersion	Pular esta vers„o
lUpdateButtonVisit	Visitar site
lUpdateError	Ocorreu um erro ao acessar o n˙mero da ˙ltima vers„o. VerificaÁ„o de atualizaÁ„o interrompida.
lUpdatePrompt	Atualizar o ~1~ da v~2~ para v~3~?
lUpdatePromptBetaContinue	Ainda deseja ser informado de futuras versıes beta?
lUpdateTitle	Atualizar o ~1~?
lUpdateYouHaveLatest	VocÍ possui a vers„o mais atual: ~1~.`n`nVisitar a p·gina do ~2~ assim mesmo?
lWindowIsTreeviewText	Desculpe... Devido a uma limitaÁ„o do Windows, este tipo de caixa de di·logo (TreeView) n„o È suportado pelo ~1~ no momento.
lWindowIsTreeviewTitle	Caixa de di·logo de visualizaÁ„o em ·rvore n„o suportada
